position,rank,name,uri,imageUri,industry,country,revenue,marketValue,headquarters,state,ceo,thumbnail,profits,assets,squareImage
1604,1604,BBVA Banco Continental,bbva-banco-continental,bbva-banco-continental,Regional Banks,Peru,1779.0,6167.0,Peru,,Eduardo Enrique Torres-Llosa Villacorta,,396.5,23456.0,
1605,1604,Tech Data,tech-data,tech-data,Electronics,United States,26235.0,3433.0,Florida,Florida,Robert M. Dutkowsky,,195.1,7932.0,
1606,1606,National Bank of Greece,national-bank-of-greece,national-bank-of-greece,Regional Banks,Greece,3062.0,2438.0,Greece,,Leonidas Fragkiadakis,,252.2,82831.0,
1607,1607,EasyJet,easyjet,easyjet,Airline,United Kingdom,6626.0,5134.0,United Kingdom,,Carolyn J. McCall,,606.0,7151.0,
1608,1608,HRG Group,hrg-group,hrg-group,Household/Personal Care,United States,5151.0,3892.0,New York,New York,Joseph S. Steinberg,,37.2,35663.0,
1609,1608,Kyushu Financial Group,kyushu-financial-group,no-pic,Regional Banks,Japan,1547.0,2766.0,Japan,,Takahiro Kai,,124.9,82580.0,
1610,1610,Boliden,boliden,boliden,Diversified Metals & Mining,Sweden,4709.0,8529.0,Sweden,,John Lennart Kaleb Evrell,,494.9,5989.0,
1611,1610,NVR,nvr,no-pic,Construction Services,United States,5823.0,7699.0,Virginia,Virginia,Paul C. Saville,,425.3,2644.0,
1612,1612,Alliant Energy,alliant-energy,alliant-energy,Electric Utilities,United States,3320.0,9039.0,Wisconsin,Wisconsin,Patricia Leonard Kampling,,381.7,13971.0,
1613,1613,Nishi-nippon Financial Holdings,nishi-nippon-financial-holdings,no-pic,Regional Banks,Japan,1311.0,1735.0,Japan,,,,223.3,81426.0,
1614,1614,Fortune Brands Home & Security,fortune-brands-home-security,fortune-brands-home-security,Construction Materials,United States,4985.0,9496.0,Illinois,Illinois,Christopher J. Klein,,407.9,5128.0,
1615,1615,NetApp,netapp,netapp,Computer Storage Devices,United States,5412.0,11055.0,California,California,George Kurian,,311.0,9055.0,
1616,1616,Snap-on,snap-on,snap-on,Household/Personal Care,United States,3727.0,9529.0,Wisconsin,Wisconsin,Nicholas T. Pinchuk,,546.4,4723.0,
1617,1617,Bank of Qingdao,bank-of-qingdao,no-pic,Regional Banks,China,1613.0,3730.0,China,,Shao Guo,,315.6,40001.0,
1618,1617,Far East Horizon,far-east-horizon,no-pic,Business & Personal Services,Hong Kong,2145.0,3610.0,Hong Kong,,Fan Xing Kong,,434.0,23967.0,
1619,1619,Garmin,garmin,garmin,Consumer Electronics,Switzerland,3019.0,9977.0,Switzerland,,Clifton A. Pemble,,510.8,4525.0,
1620,1619,People's United Financial,peoples-united-bank,no-pic,Thrifts & Mortgage Finance,United States,1456.0,6128.0,Connecticut,Connecticut,John P. Barnes,http://specials-images.forbesimg.com/imageserve/5af30f68a7ea436b547cc13c/280x425.jpg?fit=scale&background=000000,280.1,40908.0,//specials-images.forbesimg.com/imageserve/5af30f68a7ea436b547cc13c/416x416.jpg?background=000000&cropX1=0&cropX2=523&cropY1=0&cropY2=523
1621,1621,North Pacific Bank,north-pacific-bank,north-pacific-bank,Regional Banks,Japan,1021.0,1448.0,Japan,,Ryuzo Yokouchi,,174.0,77056.0,
1622,1622,Grasim Industries,grasim-industries,grasim-industries,Construction Materials,India,5311.0,7673.0,India,,Dilip Roopsingh Gaur,,461.4,9083.0,
1623,1623,Banco Comercial Portugues,banco-comercial-portugues,banco-comercial-portugues,Regional Banks,Portugal,3108.0,2896.0,Portugal,,Nuno Manuel da Silva Amado,,26.5,75167.0,
1624,1624,Moscovskiy Oblastnoi Bank,moscovskiy-oblastnoi-bank,no-pic,Regional Banks,Russia,2561.0,363.0,Russia,,Denis Vyacheslavovich Malykhin,,1702.4,4540.0,
1625,1624,Rexel,rexel,rexel,Electronics,France,14560.0,5288.0,France,,Patrick Berard,,152.5,11469.0,
1626,1626,Axis Capital Holdings,axis-capital-holdings,axis-capital-holdings,Diversified Insurance,Bermuda,4022.0,5696.0,Bermuda,,Albert A. Benchimol,,512.1,18479.0,
1627,1626,Bank of Kyoto,bank-of-kyoto,bank-of-kyoto,Regional Banks,Japan,947.0,2716.0,Japan,,Hideo Takasaki,,156.0,75049.0,
1628,1628,Hachijuni Bank,hachijuni-bank,hachijuni-bank,Regional Banks,Japan,1838.0,2726.0,Japan,,Yoshiyuki Yamaura,,252.3,73988.0,
1629,1629,Guangdong Investment,guangdong-investment,guangdong-investment,Diversified Utilities,Hong Kong,1348.0,9385.0,Hong Kong,,Yin Heng Wen,,542.6,6724.0,
1630,1630,Chugoku Bank,chugoku-bank,chugoku-bank,Regional Banks,Japan,1188.0,2746.0,Japan,,Masato Miyanaga,,218.6,73270.0,
1631,1631,77 Bank,77-bank,77-bank,Regional Banks,Japan,900.0,1565.0,Japan,,Hiroshi Kamata,,88.0,72492.0,
1632,1631,STRABAG,strabag,strabag,Construction Services,Austria,13971.0,3849.0,Austria,,Thomas Birtel,,224.6,11518.0,
1633,1633,SBI Holdings,sbi-holdings,sbi-holdings,Investment Services,Japan,2478.0,2862.0,Japan,,Yoshitaka Kitao,,358.9,29813.0,
1634,1633,Vietin Bank,vietin-bank,vietin-bank,Regional Banks,Vietnam,2676.0,2958.0,Vietnam,,Tho Duc Le,,304.3,41663.0,
1635,1635,GPT Group,gpt-group,gpt-group,Real Estate,Australia,549.0,7008.0,Australia,,Bob F. Johnston,,856.9,8557.0,
1636,1635,Shandong Gold Mining,shandong-gold-mining,shandong-gold-mining,Diversified Metals & Mining,China,7529.0,9723.0,China,,Hong Tao Bi,,194.6,4080.0,
1637,1637,Jabil Circuit,jabil-circuit,jabil-circuit,Electronics,United States,18292.0,5235.0,Florida,Florida,Mark T. Mondello,,152.0,10015.0,
1638,1638,Sears Holdings,sears-holdings,sears-holdings,Discount Stores,United States,22138.0,1215.0,Illinois,Illinois,Edward Scott Lampert,,-2221.0,9428.0,
1639,1639,Smiths Group,smiths-group,smiths-group,Conglomerates,United Kingdom,4256.0,8007.0,United Kingdom,,Andrew Reynolds Smith,,575.8,5775.0,
1640,1640,Eurobank Ergasias,eurobank-ergasias,no-pic,Regional Banks,Greece,2225.0,1358.0,Greece,,Fokion C. Karavias,,254.4,70028.0,
1641,1641,Tsinghua Tongfang,tsinghua-tongfang,no-pic,Computer Services,China,4208.0,6462.0,China,,Rong Yonglin,,886.5,8854.0,
1642,1642,BPER Banca,bper-banca,no-pic,Regional Banks,Italy,2707.0,2338.0,Italy,,Alessandro Vandelli,,15.8,68513.0,
1643,1643,China Jinmao,china-jinmao,no-pic,Consumer Financial Services,Hong Kong,4198.0,3516.0,Hong Kong,,Cong Rui Li,,381.9,24006.0,
1644,1644,Vertex Pharmaceuticals,vertex-pharmaceuticals,vertex-pharmaceuticals,Biotechs,United States,1702.0,28789.0,Massachusetts,Massachusetts,Jeffrey M. Leiden,,-112.1,2897.0,
1645,1645,Dixons Carphone,dixons-carphone,dixons-carphone,Specialty Stores,United Kingdom,14228.0,4475.0,United Kingdom,,Sebastian James,,302.3,9413.0,
1646,1645,Incyte,incyte,incyte,Biotechs,United States,1106.0,28557.0,Delaware,Delaware,Hervé Hoppenot,,104.2,1639.0,
1647,1647,President Chain Store,president-chain-store,president-chain-store,Food Retail,Taiwan,6674.0,8759.0,Taiwan,,Jui Tang Chen,,305.0,2951.0,
1648,1648,New Residential Investment,new-residential-investment,no-pic,Investment Services,United States,1242.0,5222.0,New York,New York,Michael Nierenberg,http://specials-images.forbesimg.com/imageserve/5af30cb7a7ea436b547cc094/280x425.jpg?fit=scale&background=000000,504.5,18384.0,//specials-images.forbesimg.com/imageserve/5af30cb7a7ea436b547cc094/416x416.jpg?background=000000&cropX1=0&cropX2=424&cropY1=0&cropY2=424
1649,1649,Deutsche Pfandbriefbank,deutsche-pfandbriefbank,no-pic,Regional Banks,Germany,2157.0,1675.0,Germany,,Andreas Arndt,,217.9,66058.0,
1650,1650,MAp,map,map,Other Transportation,Australia,1014.0,11573.0,Australia,,Kerrie Patricia Mather,,420.5,8925.0,
1651,1651,BorgWarner,borgwarner,borgwarner,Auto & Truck Parts,United States,9070.0,8095.0,Michigan,Michigan,James R. Verrier,,118.5,8835.0,
1652,1652,Chimera Investment,chimera-investment,chimera-investment,Real Estate,United States,942.0,3790.0,New York,New York,Matthew John Lambiase,,551.9,16685.0,
1653,1653,ProSiebenSat1 Media,prosieben-sat1-media,prosieben-sat1-media,Broadcasting & Cable,Germany,4202.0,9916.0,Germany,,Thomas Ebeling,,444.7,7065.0,
1654,1653,Shanghai Lujianzi,shanghai-lujianzi,no-pic,Real Estate,China,1886.0,9587.0,China,,,,395.3,11526.0,
1655,1655,Tosoh,tosoh,tosoh,Diversified Chemicals,Japan,6400.0,5635.0,Japan,,Kenichi Udagawa,,564.0,6491.0,
1656,1656,Dana Holding,dana-holding,no-pic,Auto & Truck Parts,United States,5826.0,2611.0,Ohio,Ohio,James K. Kamsickas,,640.0,4860.0,
1657,1656,Joint Stock Commercial Bank for Foreign Trade of Vietnam,joint-stock-commercial-bank-for-foreign-trade-of-vietnam,joint-stock-commercial-bank-for-foreign-trade-of-vietnam,Regional Banks,Vietnam,2087.0,5843.0,Vietnam,,Dung Quang Pham,,305.2,34601.0,
1658,1656,SL Green Realty,sl-green-realty,sl-green-realty,Real Estate,United States,1703.0,10823.0,New York,New York,Marc Holliday,,261.1,15858.0,
1659,1659,Beijing Shougang,beijing-shougang,no-pic,Diversified Utilities,China,6251.0,6287.0,China,,Jian Hui Liu,,60.4,18304.0,
1660,1659,Sysmex,sysmex,sysmex,Medical Equipment & Supplies,Japan,2285.0,12859.0,Japan,,Hisashi Ietsugu,http://specials-images.forbesimg.com/imageserve/57b2313fa7ea43174c3a4c72/280x425.jpg?fit=scale&background=000000,378.4,2302.0,http://specials-images.forbesimg.com/imageserve/57b2313fa7ea43174c3a4c72/416x416.jpg?background=000000&cropX1=1&cropX2=416&cropY1=0&cropY2=415
1661,1661,Want Want China,want-want-china,want-want-china,Food Processing,China,2967.0,9051.0,China,,Eng-Meng Tsai,,529.9,3915.0,
1662,1662,WellCare Health Plans,wellcare-health-plans,wellcare-health-plans,Managed Health Care,United States,14237.0,6333.0,Florida,Florida,Ken Burdick,,241.4,6217.0,
1663,1663,Catcher Technology,catcher-technology,catcher-technology,Aluminum,Taiwan,2453.0,7572.0,Taiwan,,Tien Tzu Hung,,682.8,5579.0,
1664,1664,Central Bank of India,central-bank-of-india,central-bank-of-india,Regional Banks,India,4255.0,3035.0,India,,Rajeev Rishi,,-167.4,46386.0,
1665,1664,Iyo Bank,iyo-bank,iyo-bank,Regional Banks,Japan,987.0,2084.0,Japan,,Iwao Ohtsuka,,194.1,59620.0,
1666,1666,Mettler-Toledo International,mettler-toledo-international,no-pic,Conglomerates,United States,2508.0,12510.0,Ohio,Ohio,Olivier A. Filliol,,384.4,2167.0,
1667,1667,New Hope Liuhe,new-hope-liuhe,new-hope-liuhe,Food Processing,China,9068.0,4956.0,China,,Chunhua Chen,,390.2,5567.0,
1668,1667,Wistron,wistron,wistron,Computer Hardware,Taiwan,19218.0,2336.0,Taiwan,,Po Tuan Huang,,42.8,9395.0,
1669,1669,American Equity Investment,american-equity-investment,american-equity-investment,Life & Health Insurance,United States,2079.0,2086.0,Iowa,Iowa,John Michael Matovina,,83.2,58292.0,
1670,1670,Cnpc Capital,cnpc-capital,no-pic,Heavy Equipment,China,83.0,25681.0,China,,Yong Miao,,-39.5,289.0,
1671,1671,Michael Kors Holdings,michael-kors-holdings,michael-kors-holdings,Apparel/Footwear Retail,United Kingdom,4628.0,6100.0,United Kingdom,,John D. Idol,,756.3,2771.0,
1672,1671,Ternium,ternium,ternium,Iron & Steel,Luxembourg,6000.0,5137.0,Luxembourg,,Danie Agustín Novegil,,595.7,8254.0,
1673,1673,Israel Discount Bank,israel-discount-bank,israel-discount-bank,Regional Banks,Israel,2371.0,2794.0,Israel,,Lilach Asher-Topilsky,,235.8,57085.0,
1674,1673,Signet Jewelers,signet-jewelers,signet-jewelers,Specialty Stores,Bermuda,6408.0,4745.0,Bermuda,,Mark S. Light,,543.2,6598.0,
1675,1675,Empire,empire,empire,Food Retail,Canada,18445.0,4096.0,Canada,,Michael B. Medline,,-617.8,6700.0,
1676,1676,PacWest Bancorp,pacwest-bancorp,pacwest-bancorp,Regional Banks,United States,1133.0,6324.0,California,California,Matthew P. Wagner,,348.2,21986.0,
1677,1676,Techtronic Industries,techtronic-industries,no-pic,Household/Personal Care,Hong Kong,5480.0,7619.0,Hong Kong,,"Joseph G. Galli, Jr.",,408.9,5120.0,
1678,1676,Tokyu Fudosan,tokyu-fudosan,tokyu-fudosan,Real Estate,Japan,7082.0,3326.0,Japan,,Yuji Okuma,,245.4,18346.0,
1679,1679,Hengan International Group,hengan-international-group,hengan-international-group,Household/Personal Care,China,2902.0,9211.0,China,,Lin Hui,,501.2,4913.0,
1680,1679,Moody's,moodys,moodys,Business & Personal Services,United States,3604.0,21639.0,New York,New York,"Raymond W. McDaniel, Jr.",,266.6,5327.0,
1681,1681,Juroku Bank,juroku-bank,juroku-bank,Regional Banks,Japan,1020.0,1171.0,Japan,,Yukio Murase,,103.2,54712.0,
1682,1682,AU Optronics,au-optronics,au-optronics,Electronics,Taiwan,10204.0,3819.0,Taiwan,,Shuang Lang Peng,,242.4,13335.0,
1683,1682,Commercial Bank For Investment & Development Of Vietnam,commercial-bank-for-investment-development-of-vietnam,commercial-bank-for-investment-development-of-vietnam,Regional Banks,Vietnam,3293.0,2580.0,Vietnam,,Tu Duc Phan,,275.4,44207.0,
1684,1684,Shaw Communications,shaw-communications,shaw-communications,Broadcasting & Cable,Canada,3805.0,10115.0,Canada,,Bradley S. Shaw,,356.9,11447.0,
1685,1685,Haseko,haseko,no-pic,Construction Services,Japan,7054.0,3125.0,Japan,,Ikuo Oguri,,476.5,4955.0,
1686,1686,Bureau Veritas Registre International de Classific,bureau-veritas-registre-international-de-classific,bureau-veritas-registre-international-de-classific,Business & Personal Services,France,5032.0,9380.0,France,,Didier Michaud-Daniel,,353.3,6429.0,
1687,1687,DSME,dsme,dsme,Heavy Equipment,South Korea,10979.0,1080.0,South Korea,,Sung-Leep Jung,,-2288.6,12444.0,
1688,1688,CST Brands,cst-brands,cst-brands,Specialty Stores,United States,11117.0,3654.0,Texas,Texas,Kim Lubel,,324.0,4360.0,
1689,1688,Molina Healthcare,molina-healthcare,no-pic,Managed Health Care,United States,17782.0,2650.0,California,California,Joseph W. White,,52.0,7449.0,
1690,1690,Brilliance China Automotive Holdings,brilliance-china-automotive-holdings,brilliance-china-automotive-holdings,Auto & Truck Parts,Hong Kong,771.0,8432.0,Hong Kong,,Yu Min Qi,,554.3,4467.0,
1691,1690,Toho Bank,toho-bank,toho-bank,Regional Banks,Japan,665.0,912.0,Japan,,Seishi Kitamura,,74.4,53286.0,
1692,1692,Cattolica Assicurazioni,cattolica-assicurazioni,cattolica-assicurazioni,Diversified Insurance,Italy,5521.0,1386.0,Italy,,Giovanni Battista Mazzucchelli,,84.1,24832.0,
1693,1692,EQT,eqt,eqt,Oil & Gas Operations,United States,1814.0,10920.0,Pennsylvania,Pennsylvania,Steven T. Schlotterbeck,,-453.0,15473.0,
1694,1694,Snap,snap,no-pic,Software & Programming,United States,404.0,24413.0,California,California,Evan Thomas Spiegel,,-514.6,1723.0,
1695,1695,Tongyang Life Insurance,tongyang-life-insurance,no-pic,Life & Health Insurance,South Korea,6028.0,945.0,South Korea,,Han-Suh Koo,,10.3,22114.0,
1696,1696,Samsung Heavy Industries,samsung-heavy-inds,samsung-heavy-inds,Heavy Equipment,South Korea,8976.0,3386.0,South Korea,,Dae-Yong Park,,-104.5,14255.0,
1697,1696,SinoPac Financial,sinopac-financial,sinopac-financial,Regional Banks,Taiwan,1471.0,3288.0,Taiwan,,Tzu Hsiao,,256.8,52094.0,
1698,1698,INTL FCStone,intl-fcstone,no-pic,Regional Banks,United States,17428.0,681.0,New York,New York,Sean Michael O'Connor,,51.1,6291.0,
1699,1699,Commercial International Bank,commercial-international-bank,commercial-international-bank,Regional Banks,Egypt,2234.0,4999.0,Egypt,,Hussein Majid Abaza,,596.8,14757.0,
1700,1700,Cybg,cybg,no-pic,Regional Banks,United Kingdom,1809.0,3096.0,United Kingdom,,David Joseph Duffy,,-281.0,51868.0,
1701,1700,Orient,orient,orient,Consumer Financial Services,Japan,1991.0,3041.0,Japan,,Masayuki Saito,,270.2,44813.0,
1702,1702,Wynn Resorts,wynn-resorts,wynn-resorts,Casinos & Gaming,United States,4466.0,11907.0,Nevada,Nevada,Stephen Alan Wynn,http://specials-images.forbesimg.com/imageserve/58ff67194bbe6f1aff46416e/280x425.jpg?fit=scale&background=000000,242.0,11954.0,//specials-images.forbesimg.com/imageserve/58ff67194bbe6f1aff46416e/416x416.jpg?background=000000&cropX1=0&cropX2=650&cropY1=0&cropY2=650
1703,1703,Hopson Development Holdings,hopson-development-holdings,no-pic,Real Estate,Hong Kong,2121.0,2122.0,Hong Kong,,Chu Yee,,498.4,17153.0,
1704,1704,JTEKT,jtekt,jtekt,Auto & Truck Parts,Japan,12112.0,5265.0,Japan,,Atsushi Niimi,,295.0,9669.0,
1705,1704,Nippon Paint,nippon-paint,nippon-paint,Diversified Chemicals,Japan,5769.0,11556.0,Japan,,Tetsushi Tadoh,,250.3,7099.0,
1706,1706,Calpine,calpine,calpine,Electric Utilities,United States,6625.0,3801.0,Texas,Texas,"John B. Hill, III",,92.0,19317.0,
1707,1707,BayWa,baywa,baywa,Specialty Stores,Germany,17043.0,1140.0,Germany,,Klaus Josef Lutz,,34.4,6829.0,
1708,1707,Migdal Insurance,migdal-insurance,migdal-insurance,Diversified Insurance,Israel,4541.0,1025.0,Israel,,Eran Czerninski,,53.0,34846.0,
1709,1709,Changjiang Securities,changjiang-securities,changjiang-securities,Oil & Gas Operations,China,894.0,8071.0,China,,Dan Tian,,332.1,15410.0,
1710,1710,Aareal Bank,aareal-bank,aareal-bank,Thrifts & Mortgage Finance,Germany,1342.0,2206.0,Germany,,Hermann Josef Merkens,,220.1,51096.0,
1711,1710,Kansas City Southern,kansas-city-southern,kansas-city-southern,Railroads,United States,2363.0,9308.0,Missouri,Missouri,Patrick J. Ottensmeyer,,478.1,8998.0,
1712,1712,Dufry,dufry,no-pic,Specialty Stores,Switzerland,7947.0,8012.0,Switzerland,,Julián Díaz González,,2.5,9760.0,
1713,1712,Interconexion Electrica,interconexion-electrica,no-pic,Electric Utilities,Colombia,3976.0,4508.0,Colombia,,Bernardo Vargas Gibsone,,700.0,12830.0,
1714,1712,San-In Godo Bank,san-in-godo-bank,san-in-godo-bank,Regional Banks,Japan,830.0,1208.0,Japan,,Ichiro Kubota,,140.0,50833.0,
1715,1715,Nanto Bank,nanto-bank,nanto-bank,Regional Banks,Japan,710.0,967.0,Japan,,Yasuo Ueno,,129.5,50746.0,
1716,1716,Li & Fung,li-fung,li-fung,Trading Companies,Hong Kong,16760.0,3607.0,Hong Kong,,Spencer Theodore Fung,,223.1,7693.0,
1717,1716,Lupin,lupin,lupin,Pharmaceuticals,India,2533.0,9918.0,India,,Nilesh Deshbandhu Gupta,,444.1,3639.0,
1718,1718,Encana,encana,encana,Oil & Gas Operations,Canada,3191.0,11300.0,Canada,,Douglas James Suttles,,-948.6,14653.0,
1719,1719,City Developments,city-developments,city-developments,Real Estate,Singapore,2829.0,6705.0,Singapore,,Grant Lewis Kelley,,473.1,13703.0,
1720,1719,WPG Holdings,wpg-holdings,wpg-holdings,Electronics,Taiwan,16648.0,2170.0,Taiwan,,Fu Hai Yeh,,164.7,5554.0,
1721,1721,KWG Property Holding,kwg-property-holding,kwg-property-holding,Consumer Financial Services,Hong Kong,1340.0,2264.0,Hong Kong,,Jian Tao Kong,,520.2,15935.0,
1722,1722,Huntsman,huntsman,huntsman,Diversified Chemicals,United States,9657.0,5914.0,Texas,Texas,Peter R. Huntsman,,326.0,9189.0,
1723,1722,Sino Land,sino-land,sino-land,Real Estate,Hong Kong,2164.0,5203.0,Hong Kong,,Chee Ng,,438.9,19324.0,
1724,1724,Bohai Financial Investment Holding,bohai-financial-investment-holding,no-pic,Rental & Leasing,China,3070.0,6428.0,China,,Hong Zhou,,271.5,29315.0,
1725,1725,Tokyo TY Financial Group,tokyo-ty-financial-group,no-pic,Regional Banks,Japan,731.0,853.0,Japan,,Isao Sakai,,249.8,48949.0,
1726,1726,Nippon Steel Trading,nippon-steel-trading,nippon-steel-trading,Diversified Metals & Mining,Japan,16431.0,1270.0,Japan,,Ichiro Miyasaka,,168.9,5764.0,
1727,1727,Bank of Greece,bank-of-greece,bank-of-greece,Major Banks,Greece,1935.0,240.0,Greece,,Yannis Stournaras,,1208.4,,
1728,1728,Performance Food Group,performance-food-group,performance-food-group,Food Retail,United States,16380.0,2411.0,Virginia,Virginia,George L. Holm,,73.7,3633.0,
1729,1729,Ogaki Kyoritsu Bank,ogaki-kyoritsu-bank,ogaki-kyoritsu-bank,Regional Banks,Japan,914.0,1166.0,Japan,,Takashi Tsuchiya,,119.4,48493.0,
1730,1730,Hyakugo Bank,hyakugo-bank,hyakugo-bank,Regional Banks,Japan,610.0,994.0,Japan,,Tsuyoshi Ueda,,77.7,48188.0,
1731,1731,Daishi Bank,daishi-bank,daishi-bank,Regional Banks,Japan,656.0,1275.0,Japan,,Fujio Namiki,,104.7,47964.0,
1732,1732,Senshu Ikeda Holdings,senshu-ikeda-holdings,senshu-ikeda-holdings,Regional Banks,Japan,899.0,1149.0,Japan,,Kazuyuki Kataoka,,115.4,47883.0,
1733,1733,Supervalu,supervalu,supervalu,Food Retail,United States,16010.0,996.0,Minnesota,Minnesota,Mark Gross,,103.0,4474.0,
1734,1734,Nasdaq,nasdaq,nasdaq,Investment Services,United States,3704.0,11542.0,New York,New York,Adena T. Friedman,,109.0,14150.0,
1735,1735,CPFL Energia,cpfl-energia,cpfl-energia,Electric Utilities,Brazil,5426.0,8399.0,Brazil,,André Dorf,,258.4,12957.0,
1736,1735,Severn Trent,severn-trent,severn-trent,Diversified Utilities,United Kingdom,2551.0,7019.0,United Kingdom,,Olivia Garfield,,533.5,11213.0,
1737,1737,PBF Energy,pbf-energy,pbf-energy,Oil & Gas Operations,United States,15920.0,2274.0,New Jersey,New Jersey,Thomas J. Nimbley,,170.8,7622.0,
